id,distance,correct,persistent_prediction,persistent_correct,reset_prediction,reset_correct,plain_prediction,plain_correct
48,0,FALCON 2193,FALCON 2193,1,FALCON 2193,1,FALCON 2193,1
49,0,TANGO 1090,ATLAS 9486,0,ATLAS 9486,0,ATLAS 9486,0
50,0,ORION 8478,NEBULA 9702,0,NEBULA 9702,0,NEBULA 9702,0
51,0,KAPPA 8305,TANGO 8777,0,TANGO 8777,0,KAPPA 8305,1
52,0,EMBER 8206,EMBER 8206,1,EMBER 8206,1,EMBER 8206,1
53,0,NOVA 7275,ATLAS 4505,0,ATLAS 4505,0,ATLAS 4505,0
54,0,LUNAR 2020,FALCON 7232,0,FALCON 7232,0,FALCON 7232,0
55,0,EMBER 7389,FALCON 4613,0,FALCON 4613,0,FALCON 4613,0
56,0,LUNAR 8956,ATLAS 3704,0,ATLAS 3704,0,ATLAS 3704,0
57,0,LUNAR 1444,LUNAR 1444,1,LUNAR 1444,1,LUNAR 1444,1
58,0,NOVA 8449,LUNAR 5133,0,LUNAR 5133,0,LUNAR 5133,0
59,0,ATLAS 9837,NEBULA 1659,0,NEBULA 1659,0,NEBULA 1659,0
60,0,RAVEN 3496,FALCON 4571,0,FALCON 4571,0,FALCON 4571,0
61,0,SIGMA 3749,TANGO 6096,0,TANGO 6096,0,TANGO 6096,0
62,0,LUNAR 4249,NEBULA 2983,0,NEBULA 2983,0,NEBULA 2983,0
63,0,NEBULA 7071,NEBULA 7071,1,NEBULA 7071,1,NEBULA 7071,1
64,0,SIGMA 8532,ATLAS 3506,0,ATLAS 3506,0,ATLAS 3506,0
65,0,DELTA 8136,ATLAS 5397,0,ATLAS 5397,0,ATLAS 5397,0
66,0,FALCON 7209,FALCON 7209,1,FALCON 7209,1,FALCON 7209,1
67,0,SIGMA 5581,FALCON 5526,0,FALCON 5526,0,FALCON 5526,0
68,0,DELTA 4937,NEBULA 9041,0,NEBULA 9041,0,NEBULA 9041,0
69,0,LUNAR 4986,LUNAR 4986,1,LUNAR 4986,1,LUNAR 4986,1
70,0,EMBER 6023,EMBER 6023,1,EMBER 6023,1,EMBER 6023,1
71,0,ATLAS 8933,FALCON 5636,0,FALCON 5636,0,FALCON 5636,0
72,0,TANGO 5952,RAVEN 9751,0,RAVEN 9751,0,RAVEN 9751,0
73,0,NEBULA 9042,NEBULA 9042,1,NEBULA 9042,1,NEBULA 9042,1
74,0,RAVEN 5136,RAVEN 5136,1,RAVEN 5136,1,RAVEN 5136,1
75,0,FALCON 5978,FALCON 4697,0,FALCON 4697,0,FALCON 4697,0
76,0,EMBER 8025,FALCON 2625,0,FALCON 2625,0,FALCON 2625,0
77,0,TANGO 4929,TANGO 1043,0,TANGO 1043,0,TANGO 1043,0
78,0,NOVA 5720,ATLAS 5632,0,ATLAS 5632,0,ATLAS 5632,0
79,0,LUNAR 2880,NEBULA 3441,0,NEBULA 3441,0,NEBULA 3441,0
80,0,EMBER 5728,DELTA 5982,0,DELTA 5982,0,DELTA 5982,0
81,0,DELTA 2317,FALCON 1653,0,FALCON 1653,0,FALCON 1653,0
82,0,NEBULA 1339,FALCON 1659,0,FALCON 1659,0,FALCON 1659,0
83,0,FALCON 8141,NEBULA 9056,0,NEBULA 9056,0,NEBULA 9056,0
84,0,TANGO 6403,KAPPA 1601,0,KAPPA 1601,0,KAPPA 1601,0
85,0,EMBER 6296,KAPPA 1018,0,KAPPA 1018,0,KAPPA 1018,0
86,0,NOVA 9494,NEBULA 8242,0,NEBULA 8242,0,NEBULA 8242,0
87,0,EMBER 8178,NEBULA 4920,0,NEBULA 4920,0,NEBULA 4920,0
88,0,KAPPA 7684,KAPPA 7684,1,KAPPA 7684,1,KAPPA 7684,1
89,0,KAPPA 5479,LUNAR 8905,0,LUNAR 8905,0,LUNAR 8905,0
90,0,ORION 5526,LUNAR 6568,0,LUNAR 6568,0,LUNAR 6568,0
91,0,TANGO 8316,KAPPA 9903,0,KAPPA 9903,0,KAPPA 9903,0
92,0,NOVA 4912,FALCON 7274,0,FALCON 7274,0,FALCON 7274,0
93,0,LUNAR 3492,FALCON 6439,0,FALCON 6439,0,FALCON 6439,0
94,0,KAPPA 8486,LUNAR 3529,0,LUNAR 3529,0,LUNAR 3529,0
95,0,NEBULA 2315,NEBULA 2315,1,NEBULA 2315,1,NEBULA 2315,1
96,0,NOVA 5708,NEBULA 2646,0,NEBULA 2646,0,NEBULA 2646,0
97,0,RAVEN 1753,RAVEN 1753,1,RAVEN 1753,1,RAVEN 1753,1
98,0,FALCON 3950,FALCON 3950,1,FALCON 3950,1,FALCON 3950,1
99,0,NOVA 8555,NEBULA 1153,0,NEBULA 1153,0,NEBULA 5161,0
100,0,ORION 8237,NEBULA 7951,0,NEBULA 7951,0,NEBULA 7951,0
101,1,LUNAR 8916,LUNAR 6881,0,LUNAR 6881,0,LUNAR 6881,0
102,1,EMBER 1132,FALCON 1803,0,FALCON 1803,0,FALCON 1803,0
103,1,FALCON 5106,NEBULA 1645,0,NEBULA 1645,0,NEBULA 3240,0
104,1,FALCON 6977,FALCON 6977,1,FALCON 6977,1,FALCON 6977,1
105,1,KAPPA 6994,EMBER 8894,0,EMBER 8894,0,EMBER 8894,0
106,1,ORION 8673,KAPPA 6992,0,KAPPA 6992,0,KAPPA 6992,0
107,1,EMBER 9791,EMBER 9791,1,EMBER 9791,1,EMBER 9791,1
108,1,DELTA 1410,NEBULA 2035,0,NEBULA 2035,0,NEBULA 2035,0
109,1,NEBULA 7689,EMBER 9071,0,EMBER 9071,0,EMBER 9071,0
110,1,KAPPA 3222,LUNAR 3531,0,LUNAR 3531,0,KAPPA 3222,1
111,1,DELTA 7686,EMBER 1536,0,EMBER 1536,0,EMBER 1536,0
112,1,ORION 7018,EMBER 4109,0,EMBER 4109,0,EMBER 4109,0
113,1,NEBULA 4475,NEBULA 1349,0,NEBULA 1349,0,NEBULA 1349,0
114,1,FALCON 4538,FALCON 4538,1,FALCON 4538,1,FALCON 4538,1
115,1,TANGO 2801,NEBULA 1422,0,NEBULA 1422,0,NEBULA 1422,0
116,1,EMBER 1858,EMBER 1858,1,TANGO 7897,0,TANGO 7897,0
117,1,KAPPA 2786,KAPPA 2786,1,KAPPA 2786,1,NOVA 1710,0
118,1,RAVEN 8847,LUNAR 7984,0,LUNAR 7984,0,LUNAR 7984,0
119,1,FALCON 3430,EMBER 9984,0,EMBER 9984,0,EMBER 9984,0
120,1,DELTA 9282,FALCON 8048,0,FALCON 8048,0,FALCON 8048,0
121,1,LUNAR 6553,LUNAR 2557,0,LUNAR 2557,0,LUNAR 2557,0
122,1,SIGMA 3500,NEBULA 8770,0,NEBULA 8770,0,NEBULA 8770,0
123,1,TANGO 1982,FALCON 6400,0,FALCON 6400,0,FALCON 6400,0
124,1,EMBER 6119,FALCON 9313,0,FALCON 9313,0,FALCON 9313,0
125,1,SIGMA 7022,FALCON 4705,0,FALCON 4705,0,FALCON 4705,0
126,1,EMBER 6062,EMBER 6062,1,EMBER 6062,1,EMBER 6062,1
127,1,ORION 9691,LUNAR 8432,0,LUNAR 8432,0,LUNAR 8432,0
128,1,FALCON 2391,FALCON 2391,1,FALCON 2391,1,FALCON 2391,1
129,1,DELTA 8242,LUNAR 5475,0,LUNAR 5475,0,LUNAR 5475,0
130,1,NEBULA 8972,KAPPA 6053,0,KAPPA 6053,0,KAPPA 6053,0
131,1,NOVA 3248,EMBER 5742,0,EMBER 5742,0,EMBER 5742,0
132,1,LUNAR 9725,LUNAR 9725,1,LUNAR 9725,1,ATLAS 4770,0
133,1,DELTA 2275,FALCON 7626,0,FALCON 7626,0,FALCON 7626,0
134,1,RAVEN 6321,RAVEN 6321,1,RAVEN 6321,1,RAVEN 6321,1
135,1,FALCON 7560,FALCON 7560,1,FALCON 7560,1,FALCON 7560,1
136,1,ORION 9363,NEBULA 2868,0,NEBULA 2868,0,NEBULA 2868,0
137,1,NOVA 2684,FALCON 3504,0,FALCON 3504,0,FALCON 3504,0
138,1,DELTA 8354,NEBULA 6179,0,NEBULA 6179,0,NEBULA 6179,0
139,1,NEBULA 5961,NEBULA 5961,1,NEBULA 5961,1,NEBULA 5961,1
140,1,RAVEN 7041,NEBULA 2479,0,NEBULA 2479,0,NEBULA 2479,0
141,1,DELTA 4084,RAVEN 8381,0,RAVEN 8381,0,RAVEN 8381,0
142,1,KAPPA 3827,ATLAS 8172,0,ATLAS 8172,0,ATLAS 8172,0
143,1,EMBER 7347,NEBULA 1857,0,NEBULA 6482,0,NEBULA 6482,0
144,1,KAPPA 7333,EMBER 5128,0,KAPPA 7333,1,KAPPA 7333,1
145,1,NEBULA 7421,NEBULA 7421,1,NEBULA 7421,1,NEBULA 7421,1
146,1,NEBULA 7937,NEBULA 7937,1,NEBULA 7937,1,NEBULA 7937,1
147,1,NOVA 4711,TANGO 3538,0,TANGO 3538,0,NOVA 4711,1
148,1,FALCON 3147,FALCON 3147,1,FALCON 3147,1,FALCON 3147,1
149,1,SIGMA 4891,ATLAS 8355,0,ATLAS 8355,0,ATLAS 8355,0
150,1,NOVA 7026,NEBULA 8218,0,NEBULA 8218,0,NEBULA 8218,0
151,1,FALCON 3267,NEBULA 8873,0,NEBULA 8873,0,FALCON 3267,1
152,1,TANGO 5469,TANGO 5469,1,TANGO 5469,1,TANGO 5469,1
153,1,LUNAR 1872,LUNAR 1872,1,LUNAR 1872,1,LUNAR 1872,1
154,1,SIGMA 2623,RAVEN 5700,0,RAVEN 5700,0,RAVEN 5700,0
155,1,ATLAS 8685,EMBER 4533,0,EMBER 4533,0,EMBER 4533,0
156,1,ORION 5720,NOVA 7878,0,NOVA 7878,0,NOVA 5934,0
157,1,DELTA 9782,FALCON 4963,0,FALCON 4963,0,FALCON 4963,0
158,1,FALCON 6780,FALCON 6780,1,FALCON 6780,1,FALCON 6780,1
159,1,LUNAR 8702,ATLAS 1266,0,ATLAS 1266,0,ATLAS 1266,0
160,1,NOVA 2698,FALCON 6447,0,FALCON 6447,0,FALCON 6447,0
161,1,NEBULA 8612,NEBULA 3986,0,NEBULA 3986,0,NEBULA 3986,0
162,1,NOVA 1717,NOVA 1686,0,NOVA 1686,0,NOVA 1686,0
163,1,NEBULA 4131,NEBULA 4131,1,NEBULA 4131,1,NEBULA 4131,1
164,1,ATLAS 8204,ATLAS 8204,1,ATLAS 8204,1,ATLAS 8204,1
165,1,ORION 7955,FALCON 3956,0,FALCON 3956,0,FALCON 3956,0
166,1,SIGMA 5843,FALCON 7981,0,FALCON 7981,0,FALCON 7981,0
167,1,ATLAS 6776,FALCON 8126,0,FALCON 8126,0,FALCON 8126,0
168,1,RAVEN 3339,FALCON 8179,0,FALCON 8179,0,RAVEN 3068,0
169,1,FALCON 1530,FALCON 1530,1,FALCON 1530,1,FALCON 1530,1
170,1,KAPPA 7012,NEBULA 5566,0,NEBULA 5566,0,NEBULA 5566,0
171,1,DELTA 9482,ATLAS 8311,0,ATLAS 8311,0,ATLAS 8311,0
172,1,ATLAS 9047,ATLAS 9047,1,ATLAS 9047,1,ATLAS 9047,1
173,1,NEBULA 6692,NEBULA 6692,1,NEBULA 6692,1,NEBULA 6692,1
174,1,SIGMA 9335,NOVA 9094,0,NOVA 9094,0,NOVA 9094,0
175,1,DELTA 3126,FALCON 2412,0,FALCON 2412,0,FALCON 2412,0
176,1,TANGO 6194,NEBULA 2215,0,NEBULA 2215,0,NEBULA 2215,0
177,1,TANGO 8088,TANGO 5982,0,TANGO 5982,0,TANGO 5982,0
178,1,ATLAS 4694,EMBER 4216,0,EMBER 4216,0,EMBER 4216,0
179,1,FALCON 9740,FALCON 9740,1,FALCON 9740,1,FALCON 9740,1
180,1,FALCON 1674,FALCON 1674,1,FALCON 1674,1,FALCON 1674,1
181,1,DELTA 9938,EMBER 5949,0,EMBER 5949,0,NEBULA 7653,0
182,1,ATLAS 1981,LUNAR 8933,0,LUNAR 8933,0,LUNAR 8933,0
183,1,SIGMA 6231,LUNAR 3142,0,LUNAR 3142,0,LUNAR 3142,0
184,1,DELTA 3007,EMBER 8366,0,EMBER 8366,0,EMBER 8366,0
185,1,NOVA 3616,NOVA 3610,0,NOVA 3610,0,NOVA 3610,0
186,1,DELTA 1379,DELTA 1379,1,DELTA 1379,1,DELTA 1379,1
187,1,EMBER 9108,FALCON 8710,0,FALCON 8710,0,FALCON 8710,0
188,1,ATLAS 6992,ATLAS 6992,1,ATLAS 6992,1,ATLAS 6992,1
189,1,ORION 7329,FALCON 2946,0,FALCON 2946,0,FALCON 2946,0
190,1,SIGMA 6555,FALCON 9341,0,FALCON 9341,0,FALCON 9341,0
191,1,RAVEN 1637,RAVEN 1637,1,RAVEN 1637,1,RAVEN 1637,1
192,1,TANGO 7438,FALCON 5902,0,FALCON 5902,0,FALCON 5902,0
193,1,DELTA 1272,NEBULA 2795,0,NEBULA 2795,0,NEBULA 2795,0
194,1,EMBER 4728,FALCON 8871,0,FALCON 8871,0,FALCON 8871,0
195,1,RAVEN 2800,RAVEN 2800,1,RAVEN 2800,1,RAVEN 2800,1
196,1,LUNAR 9221,FALCON 8726,0,FALCON 8726,0,FALCON 8726,0
197,1,NEBULA 8837,NEBULA 8837,1,NEBULA 8837,1,NEBULA 8837,1
198,1,NEBULA 5331,FALCON 8932,0,FALCON 8932,0,NEBULA 5331,1
199,1,ATLAS 4396,ATLAS 9011,0,ATLAS 9011,0,ATLAS 9011,0
200,1,LUNAR 6654,ATLAS 2294,0,ATLAS 2294,0,RAVEN 5712,0
201,2,ATLAS 8849,ATLAS 8849,1,ATLAS 8849,1,ATLAS 8849,1
202,2,NOVA 1831,NEBULA 9700,0,NEBULA 9700,0,NEBULA 9700,0
203,2,ORION 3252,RAVEN 3587,0,RAVEN 3587,0,RAVEN 3587,0
204,2,NEBULA 1969,KAPPA 1611,0,KAPPA 1611,0,KAPPA 1611,0
205,2,DELTA 4052,ATLAS 5742,0,ATLAS 5742,0,ATLAS 5742,0
206,2,NEBULA 9901,NEBULA 9901,1,NEBULA 9901,1,NEBULA 9901,1
207,2,TANGO 8518,NEBULA 5215,0,NEBULA 5215,0,NEBULA 5215,0
208,2,TANGO 7643,LUNAR 2562,0,LUNAR 2562,0,LUNAR 2562,0
209,2,SIGMA 5064,LUNAR 4858,0,LUNAR 4858,0,LUNAR 4858,0
210,2,EMBER 6890,ATLAS 4871,0,ATLAS 4871,0,ATLAS 4871,0
211,2,ATLAS 2923,NEBULA 5833,0,NEBULA 5833,0,NEBULA 5833,0
212,2,ATLAS 7121,NEBULA 4578,0,NEBULA 4578,0,NEBULA 4578,0
213,2,KAPPA 8319,RAVEN 9972,0,RAVEN 9972,0,RAVEN 9972,0
214,2,TANGO 6375,ATLAS 9008,0,ATLAS 9008,0,ATLAS 9008,0
215,2,RAVEN 8429,LUNAR 8484,0,LUNAR 8484,0,LUNAR 8484,0
216,2,ATLAS 1356,FALCON 2196,0,FALCON 2196,0,FALCON 2196,0
217,2,ATLAS 2044,ATLAS 2044,1,ATLAS 2044,1,ATLAS 2044,1
218,2,NEBULA 7887,NEBULA 7887,1,NEBULA 7887,1,NEBULA 7887,1
219,2,ORION 3924,ATLAS 4648,0,ATLAS 4648,0,ATLAS 4648,0
220,2,DELTA 9920,LUNAR 9715,0,LUNAR 9715,0,LUNAR 9715,0
221,2,NOVA 2848,FALCON 1256,0,FALCON 1256,0,FALCON 1256,0
222,2,DELTA 1797,LUNAR 8191,0,LUNAR 8191,0,LUNAR 8191,0
223,2,KAPPA 5739,FALCON 6253,0,FALCON 6253,0,FALCON 6253,0
224,2,LUNAR 5923,NEBULA 7999,0,NEBULA 7999,0,NEBULA 7999,0
225,2,NEBULA 7244,NEBULA 7244,1,NEBULA 7244,1,NEBULA 7244,1
226,2,KAPPA 8758,EMBER 3365,0,EMBER 3365,0,EMBER 3365,0
227,2,LUNAR 4978,DELTA 7079,0,DELTA 7079,0,DELTA 7079,0
228,2,RAVEN 5398,FALCON 4555,0,FALCON 4555,0,FALCON 4555,0
229,2,EMBER 1251,EMBER 1251,1,EMBER 1251,1,EMBER 1251,1
230,2,LUNAR 4921,LUNAR 4921,1,LUNAR 4921,1,LUNAR 4921,1
231,2,SIGMA 9401,DELTA 8635,0,DELTA 8635,0,DELTA 8635,0
232,2,RAVEN 4625,RAVEN 4625,1,RAVEN 4625,1,RAVEN 4625,1
233,2,SIGMA 4768,EMBER 9005,0,EMBER 9005,0,EMBER 9005,0
234,2,ATLAS 6770,ATLAS 6770,1,ATLAS 6770,1,ATLAS 6770,1
235,2,ORION 1794,TANGO 4791,0,TANGO 4791,0,TANGO 4791,0
236,2,SIGMA 1990,FALCON 8916,0,FALCON 8916,0,FALCON 8916,0
237,2,KAPPA 5501,ATLAS 8054,0,ATLAS 8054,0,ATLAS 8054,0
238,2,KAPPA 3439,FALCON 9625,0,FALCON 9625,0,FALCON 9625,0
239,2,SIGMA 7652,ATLAS 4700,0,ATLAS 4700,0,DELTA 4984,0
240,2,LUNAR 7179,RAVEN 1154,0,RAVEN 1154,0,RAVEN 1154,0
241,2,NEBULA 6427,FALCON 2562,0,FALCON 2562,0,FALCON 2562,0
242,2,ORION 5593,KAPPA 1539,0,KAPPA 1539,0,KAPPA 1539,0
243,2,ORION 5903,FALCON 7375,0,FALCON 7375,0,FALCON 7375,0
244,2,ATLAS 2284,ATLAS 2284,1,ATLAS 2284,1,ATLAS 2284,1
245,2,SIGMA 1485,NEBULA 5478,0,NEBULA 5478,0,NEBULA 5478,0
246,2,NEBULA 7227,NEBULA 7227,1,NEBULA 7227,1,NEBULA 7227,1
247,2,ATLAS 7383,RAVEN 6050,0,RAVEN 6050,0,RAVEN 6050,0
248,2,ORION 3170,LUNAR 8353,0,LUNAR 8353,0,LUNAR 8353,0
249,2,ORION 6798,FALCON 6315,0,FALCON 6315,0,FALCON 6315,0
250,2,ORION 4977,FALCON 9537,0,FALCON 9537,0,FALCON 9537,0
251,2,DELTA 3390,LUNAR 5521,0,LUNAR 5521,0,LUNAR 5521,0
252,2,EMBER 5040,FALCON 4203,0,FALCON 4203,0,FALCON 4203,0
253,2,LUNAR 6443,FALCON 7224,0,FALCON 7224,0,FALCON 7224,0
254,2,FALCON 4290,FALCON 4290,1,FALCON 4290,1,FALCON 4290,1
255,2,SIGMA 7161,FALCON 4273,0,FALCON 4273,0,FALCON 4273,0
256,2,ATLAS 8563,ATLAS 2133,0,ATLAS 2133,0,ATLAS 2133,0
257,2,TANGO 5961,NEBULA 3525,0,NEBULA 3525,0,NEBULA 3525,0
258,2,FALCON 8851,FALCON 8851,1,FALCON 8851,1,FALCON 8851,1
259,2,ORION 5067,NEBULA 6816,0,NEBULA 6816,0,NEBULA 6816,0
260,2,RAVEN 2615,EMBER 4637,0,EMBER 4637,0,EMBER 4637,0
261,2,DELTA 9199,RAVEN 8909,0,RAVEN 8909,0,RAVEN 8909,0
262,2,ATLAS 3321,ATLAS 3321,1,ATLAS 3321,1,ATLAS 3321,1
263,2,ORION 8178,EMBER 1732,0,EMBER 1732,0,EMBER 1732,0
264,2,NEBULA 2791,NEBULA 2791,1,NEBULA 2791,1,NEBULA 3692,0
265,2,DELTA 4798,LUNAR 1478,0,LUNAR 1478,0,LUNAR 1478,0
266,2,LUNAR 1072,LUNAR 1072,1,LUNAR 1072,1,LUNAR 1072,1
267,2,SIGMA 6340,NEBULA 9019,0,NEBULA 9019,0,NEBULA 9019,0
268,2,FALCON 7431,FALCON 2871,0,FALCON 2871,0,FALCON 2871,0
269,2,NEBULA 3194,NEBULA 3194,1,NEBULA 3194,1,NEBULA 3194,1
270,2,KAPPA 7364,FALCON 7286,0,FALCON 7286,0,FALCON 7286,0
271,2,KAPPA 3733,TANGO 4065,0,TANGO 4065,0,TANGO 4065,0
272,2,DELTA 3236,NEBULA 9109,0,NEBULA 9109,0,NEBULA 9109,0
273,2,LUNAR 8272,LUNAR 8272,1,LUNAR 8272,1,LUNAR 8272,1
274,2,KAPPA 5729,FALCON 9115,0,FALCON 9115,0,FALCON 9115,0
275,2,EMBER 9898,RAVEN 8231,0,RAVEN 8231,0,RAVEN 8231,0
276,2,EMBER 1528,EMBER 1528,1,EMBER 1528,1,EMBER 1528,1
277,2,ATLAS 8015,ATLAS 8015,1,ATLAS 8015,1,ATLAS 8015,1
278,2,SIGMA 5794,EMBER 5380,0,EMBER 5380,0,EMBER 5380,0
279,2,ATLAS 3174,ATLAS 3174,1,ATLAS 3174,1,ATLAS 3174,1
280,2,NEBULA 7786,NEBULA 7786,1,NEBULA 7786,1,NEBULA 7786,1
281,2,DELTA 8996,ATLAS 2526,0,ATLAS 8511,0,ATLAS 8511,0
282,2,NOVA 8039,EMBER 6533,0,EMBER 6533,0,EMBER 6533,0
283,2,SIGMA 1793,NEBULA 8529,0,NEBULA 8529,0,NEBULA 8529,0
284,2,RAVEN 8009,NEBULA 5945,0,NEBULA 5945,0,NEBULA 5945,0
285,2,EMBER 2350,NEBULA 6005,0,NEBULA 6005,0,NEBULA 6005,0
286,2,ATLAS 2559,ATLAS 2559,1,ATLAS 2559,1,ATLAS 2559,1
287,2,ATLAS 6629,ATLAS 6629,1,ATLAS 3165,0,ATLAS 3165,0
288,2,ATLAS 2678,ATLAS 2678,1,ATLAS 2678,1,ATLAS 2678,1
289,2,ORION 9691,FALCON 1138,0,FALCON 1138,0,FALCON 1138,0
290,2,LUNAR 8248,LUNAR 8248,1,LUNAR 8248,1,LUNAR 8248,1
291,2,TANGO 5059,ATLAS 1439,0,ATLAS 1439,0,ATLAS 1439,0
292,2,ATLAS 7418,LUNAR 2847,0,LUNAR 2847,0,EMBER 1894,0
293,2,KAPPA 1197,FALCON 7895,0,FALCON 7895,0,FALCON 7895,0
294,2,DELTA 2195,RAVEN 2106,0,RAVEN 2106,0,RAVEN 2106,0
295,2,NEBULA 9209,NEBULA 9209,1,NEBULA 9209,1,NEBULA 9209,1
296,2,EMBER 2294,EMBER 2294,1,EMBER 2294,1,EMBER 2294,1
297,2,ATLAS 4909,ATLAS 4909,1,ATLAS 4909,1,RAVEN 5005,0
298,2,ORION 1207,ATLAS 1185,0,ATLAS 1185,0,ATLAS 1185,0
299,2,TANGO 7092,TANGO 7092,1,TANGO 7092,1,TANGO 7092,1
300,2,EMBER 2262,EMBER 2262,1,EMBER 2262,1,EMBER 2262,1
301,4,EMBER 2685,FALCON 2889,0,FALCON 2889,0,FALCON 2889,0
302,4,DELTA 6963,DELTA 6963,1,TANGO 1579,0,DELTA 6963,1
303,4,LUNAR 6241,FALCON 7108,0,FALCON 7108,0,FALCON 7108,0
304,4,KAPPA 1752,LUNAR 2129,0,LUNAR 2129,0,LUNAR 2129,0
305,4,RAVEN 7044,FALCON 5979,0,FALCON 5979,0,FALCON 5979,0
306,4,NOVA 9954,RAVEN 4817,0,RAVEN 4817,0,RAVEN 4817,0
307,4,SIGMA 1023,NEBULA 7164,0,NEBULA 7164,0,NEBULA 7164,0
308,4,RAVEN 3332,RAVEN 3332,1,RAVEN 3332,1,RAVEN 3332,1
309,4,DELTA 2391,NEBULA 7461,0,NEBULA 7461,0,NEBULA 7461,0
310,4,LUNAR 3141,LUNAR 3141,1,LUNAR 3141,1,LUNAR 3141,1
311,4,NOVA 2223,FALCON 2785,0,FALCON 2785,0,FALCON 2785,0
312,4,SIGMA 7660,DELTA 6051,0,DELTA 6051,0,DELTA 6051,0
313,4,ORION 3582,NEBULA 5984,0,NEBULA 5984,0,NEBULA 5984,0
314,4,SIGMA 7492,NEBULA 5896,0,NEBULA 5896,0,NEBULA 5896,0
